Season,Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1
2012-2013,Darius Miller,SF,22,NOH,52,694,0.407,17.3,0.481,0.111,0.16699999999999998,0.07400000000000001,0.13,0.519,0.423,0.667,0.278,0.25,0.5,0.393,0.682,0.955,0.009000000000000001,1,0.411,0.304,0,0
2012-2013,Darius Morris,PG,22,LAL,48,683,0.388,12.8,0.649,0.388,0.122,0.021,0.117,0.35100000000000003,0.402,0.507,0.217,0.0,0.318,0.364,0.429,1.0,0.011,2,0.424,0.35700000000000004,1,0
2012-2013,Darko Miličić,C,27,BOS,1,5,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Darrell Arthur,PF,24,MEM,59,970,0.451,11.9,0.95,0.245,0.153,0.187,0.365,0.05,0.46,0.545,0.345,0.418,0.473,0.278,0.828,1.0,0.084,24,0.444,0.25,0,0
2012-2013,Darren Collison,PG,25,DAL,81,2372,0.471,12.1,0.812,0.325,0.133,0.135,0.22,0.188,0.498,0.638,0.365,0.378,0.447,0.353,0.304,0.813,0.01,6,0.331,0.467,3,0
2012-2013,David Lee,PF,29,GSW,79,2907,0.519,7.8,0.997,0.387,0.29100000000000004,0.116,0.203,0.003,0.521,0.6859999999999999,0.412,0.415,0.421,0.0,0.6829999999999999,0.0,0.059,65,0.0,0.0,2,0
2012-2013,David West,PF,32,IND,73,2435,0.498,9.9,0.981,0.223,0.327,0.197,0.234,0.019,0.503,0.631,0.485,0.422,0.475,0.211,0.635,0.5,0.021,21,0.158,0.333,2,0
2012-2013,DeAndre Jordan,C,24,LAC,82,2010,0.643,2.8,1.0,0.701,0.277,0.014,0.008,0.0,0.643,0.716,0.489,0.429,0.0,0.0,0.672,0.0,0.412,179,0.0,0.0,0,0
2012-2013,DeAndre Liggins,SG,24,OKC,39,290,0.447,12.4,0.596,0.383,0.149,0.043,0.021,0.404,0.5,0.556,0.429,0.0,1.0,0.368,0.7859999999999999,1.0,0.021,1,0.263,0.4,0,0
2012-2013,DeJuan Blair,PF,23,SAS,61,851,0.524,5.9,0.996,0.458,0.336,0.122,0.081,0.004,0.526,0.653,0.429,0.394,0.409,0.0,0.789,0.0,0.03,8,0.0,0.0,0,0
2012-2013,DeMar DeRozan,SG,23,TOR,82,3013,0.445,13.0,0.903,0.202,0.149,0.187,0.365,0.097,0.463,0.659,0.404,0.391,0.414,0.28300000000000003,0.527,0.882,0.045,54,0.292,0.343,0,0
2012-2013,DeMarcus Cousins,C,22,SAC,75,2289,0.465,8.4,0.979,0.382,0.281,0.066,0.25,0.021,0.471,0.639,0.402,0.324,0.332,0.182,0.485,1.0,0.092,86,0.136,0.0,2,0
2012-2013,DeMarre Carroll,SF,26,UTA,66,1111,0.46,13.9,0.784,0.265,0.14800000000000002,0.062,0.309,0.21600000000000005,0.508,0.7909999999999999,0.25,0.4,0.41,0.28600000000000003,0.674,0.95,0.04,13,0.3,0.429,3,0
2012-2013,DeQuan Jones,SF,22,ORL,63,803,0.436,10.4,0.8390000000000001,0.39,0.183,0.069,0.197,0.161,0.47,0.635,0.225,0.2,0.465,0.257,0.7090000000000001,1.0,0.119,22,0.28600000000000003,0.4,0,0
2012-2013,DeSagana Diop,C,31,CHA,22,226,0.29600000000000004,16.9,0.963,0.0,0.14800000000000002,0.29600000000000004,0.519,0.037000000000000005,0.308,0.0,0.5,0.25,0.28600000000000003,0.0,1.0,0.0,0.0,0,0.0,0.0,1,0
2012-2013,DeShawn Stevenson,SG,31,ATL,56,1158,0.374,22.4,0.202,0.057,0.019,0.023,0.103,0.7979999999999999,0.415,0.6,0.4,0.333,0.333,0.364,0.545,0.987,0.008,2,0.397,0.434,1,0
2012-2013,Derek Fisher,SG-PG,38,TOT,33,575,0.342,19.3,0.503,0.081,0.068,0.087,0.267,0.4970000000000001,0.309,0.462,0.182,0.28600000000000003,0.302,0.375,0.52,0.867,0.0,0,0.4,0.406,0,0
2012-2013,Derek Fisher,SG,38,OKC,24,346,0.333,20.5,0.406,0.042,0.052000000000000005,0.073,0.24,0.594,0.308,0.5,0.0,0.429,0.304,0.35100000000000003,0.583,0.85,0.0,0,0.474,0.407,0,0
2012-2013,Derek Fisher,PG,38,DAL,9,229,0.354,17.4,0.6459999999999999,0.138,0.092,0.108,0.308,0.354,0.31,0.444,0.333,0.14300000000000002,0.3,0.435,0.462,0.9,0.0,0,0.217,0.4,0,0
2012-2013,Deron Williams,PG,28,BRK,78,2842,0.44,16.1,0.602,0.17,0.157,0.09,0.18600000000000005,0.398,0.482,0.665,0.42,0.416,0.397,0.378,0.316,0.7340000000000001,0.004,2,0.163,0.479,3,0
2012-2013,Derrick Favors,PF,21,UTA,77,1787,0.482,6.0,0.991,0.507,0.262,0.111,0.109,0.009000000000000001,0.487,0.67,0.282,0.365,0.258,0.0,0.606,0.0,0.157,80,0.2,0.0,2,0
2012-2013,Derrick Williams,PF,21,MIN,78,1916,0.43,12.3,0.7509999999999999,0.378,0.087,0.07400000000000001,0.212,0.249,0.463,0.603,0.191,0.397,0.34700000000000003,0.332,0.736,0.969,0.102,68,0.235,0.348,1,0
2012-2013,Devin Ebanks,SF,23,LAL,19,197,0.329,15.2,0.6990000000000001,0.26,0.096,0.068,0.274,0.301,0.353,0.526,0.0,0.2,0.35,0.273,0.5,0.667,0.027000000000000003,2,0.364,0.25,2,0
2012-2013,Devin Harris,SG,29,ATL,58,1421,0.438,16.3,0.481,0.273,0.081,0.032,0.095,0.519,0.5489999999999999,0.6779999999999999,0.472,0.35700000000000004,0.31,0.335,0.299,0.792,0.0,0,0.135,0.419,1,0
2012-2013,Dexter Pittman,C,24,MIA,4,12,0.6,6.6,1.0,0.2,0.8,0.0,0.0,0.0,0.6,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Dexter Pittman,C,24,MEM,7,20,0.16699999999999998,2.0,1.0,0.667,0.333,0.0,0.0,0.0,0.16699999999999998,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Dexter Pittman,C,24,TOT,11,32,0.364,4.1,1.0,0.455,0.545,0.0,0.0,0.0,0.364,0.4,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Diante Garrett,PG,24,PHO,19,149,0.327,13.2,0.6940000000000001,0.265,0.245,0.102,0.08199999999999999,0.306,0.382,0.6920000000000001,0.25,0.2,0.0,0.2,0.615,0.667,0.0,0,0.267,0.0,1,0
2012-2013,Dion Waiters,SG,21,CLE,61,1756,0.412,12.9,0.7509999999999999,0.337,0.108,0.063,0.243,0.249,0.446,0.5379999999999999,0.307,0.333,0.409,0.31,0.311,0.762,0.04,29,0.177,0.25,0,0
2012-2013,Dirk Nowitzki,PF,34,DAL,53,1661,0.471,16.3,0.784,0.077,0.069,0.312,0.327,0.21600000000000005,0.487,0.625,0.38,0.463,0.5,0.414,0.586,0.985,0.006999999999999999,5,0.032,0.4,0,0
2012-2013,Dominic McGuire,SF,27,TOT,26,387,0.429,11.2,1.0,0.35700000000000004,0.107,0.125,0.411,0.0,0.429,0.4,0.0,0.429,0.565,0.0,0.708,0.0,0.036000000000000004,2,0.0,0.0,0,0
2012-2013,Dominic McGuire,SF,27,NOH,9,145,0.429,11.1,1.0,0.381,0.048,0.19,0.381,0.0,0.429,0.25,0.0,0.5,0.625,0.0,0.778,0.0,0.048,1,0.0,0.0,0,0
2012-2013,Dominic McGuire,SF,27,TOR,15,230,0.469,11.8,1.0,0.313,0.156,0.063,0.469,0.0,0.469,0.6,0.0,0.5,0.5329999999999999,0.0,0.667,0.0,0.031,1,0.0,0.0,0,0
2012-2013,Dominic McGuire,SF,27,IND,2,12,0.0,5.3,1.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Dominique Jones,PG,24,DAL,29,338,0.3670000000000001,6.6,0.917,0.486,0.339,0.055,0.037000000000000005,0.083,0.39,0.491,0.243,0.667,0.0,0.111,0.231,0.0,0.046,5,0.444,0.0,1,0
2012-2013,Donald Sloan,SG,25,CLE,20,257,0.34600000000000003,12.6,0.7559999999999999,0.244,0.231,0.115,0.16699999999999998,0.244,0.339,0.368,0.333,0.444,0.231,0.368,0.2,1.0,0.013,0,0.316,0.5,0,0
2012-2013,Donald Sloan,SG-PG,25,TOT,23,263,0.34600000000000003,12.6,0.7559999999999999,0.244,0.231,0.115,0.16699999999999998,0.244,0.339,0.368,0.333,0.444,0.231,0.368,0.2,1.0,0.013,0,0.316,0.5,0,0
2012-2013,Donald Sloan,PG,25,NOH,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Donatas Motiejūnas,PF,22,HOU,44,538,0.455,12.6,0.61,0.258,0.28600000000000003,0.033,0.033,0.39,0.562,0.727,0.4920000000000001,0.14300000000000002,0.28600000000000003,0.289,0.7809999999999999,1.0,0.028,6,0.5660000000000001,0.319,0,0
2012-2013,Dorell Wright,SF,27,PHI,79,1783,0.396,19.0,0.397,0.155,0.065,0.043,0.134,0.603,0.429,0.591,0.333,0.231,0.35,0.374,0.618,0.948,0.03,18,0.302,0.413,3,0
2012-2013,Doron Lamb,SG,21,ORL,24,297,0.397,15.0,0.691,0.191,0.221,0.118,0.162,0.309,0.362,0.385,0.467,0.25,0.273,0.476,0.706,0.9,0.0,0,0.333,0.7140000000000001,1,0
2012-2013,Doron Lamb,SG,21,MIL,23,280,0.34700000000000003,12.5,0.8320000000000001,0.221,0.179,0.211,0.221,0.168,0.3670000000000001,0.5710000000000001,0.294,0.25,0.333,0.25,0.655,1.0,0.0,0,0.688,0.273,0,0
2012-2013,Doron Lamb,SG,21,TOT,47,577,0.368,13.6,0.773,0.209,0.196,0.172,0.196,0.227,0.365,0.5,0.375,0.25,0.313,0.378,0.674,0.929,0.0,0,0.486,0.444,1,0
2012-2013,Draymond Green,SF,22,GSW,79,1061,0.327,14.1,0.7390000000000001,0.272,0.132,0.093,0.241,0.261,0.368,0.586,0.17600000000000002,0.208,0.29,0.209,0.586,1.0,0.023,6,0.313,0.333,3,0
2012-2013,Drew Gooden,C,31,MIL,16,151,0.328,9.8,0.918,0.41,0.131,0.131,0.246,0.08199999999999999,0.339,0.48,0.125,0.25,0.267,0.2,0.684,1.0,0.08199999999999999,5,0.4,0.5,0,0
2012-2013,Dwight Howard,C,27,LAL,76,2722,0.578,3.7,0.993,0.594,0.35700000000000004,0.025,0.017,0.006999999999999999,0.581,0.7,0.424,0.25,0.214,0.16699999999999998,0.6970000000000001,1.0,0.244,187,0.333,0.5,1,0
2012-2013,Dwyane Wade,SG,31,MIA,69,2391,0.521,9.5,0.94,0.373,0.198,0.134,0.235,0.06,0.537,0.728,0.431,0.37,0.42,0.258,0.438,0.353,0.093,95,0.136,0.444,2,0
2012-2013,E'Twaun Moore,SG,23,ORL,75,1682,0.396,16.0,0.6709999999999999,0.13699999999999998,0.16399999999999998,0.115,0.254,0.329,0.424,0.573,0.541,0.304,0.322,0.34,0.376,0.91,0.008,5,0.279,0.382,0,0
2012-2013,Earl Barron,C,31,TOT,12,159,0.353,10.3,1.0,0.314,0.157,0.21600000000000005,0.314,0.0,0.353,0.375,0.0,0.636,0.313,0.0,0.722,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Earl Barron,C,31,WAS,11,122,0.35100000000000003,10.8,1.0,0.297,0.135,0.243,0.324,0.0,0.35100000000000003,0.455,0.0,0.667,0.16699999999999998,0.0,0.6920000000000001,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Earl Barron,C,31,NYK,1,37,0.35700000000000004,8.9,1.0,0.35700000000000004,0.214,0.14300000000000002,0.28600000000000003,0.0,0.35700000000000004,0.2,0.0,0.5,0.75,0.0,0.8,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Earl Clark,PF,25,LAL,59,1363,0.44,13.9,0.731,0.301,0.085,0.062,0.282,0.269,0.479,0.629,0.364,0.375,0.376,0.337,0.7559999999999999,1.0,0.111,39,0.25,0.385,0,0
2012-2013,Earl Watson,PG,33,UTA,48,829,0.308,11.9,0.767,0.292,0.25,0.042,0.183,0.233,0.348,0.514,0.333,0.0,0.182,0.179,0.438,0.8,0.0,0,0.179,0.2,1,0
2012-2013,Ed Davis,C-PF,23,TOT,81,1631,0.539,6.1,1.0,0.4270000000000001,0.309,0.203,0.06,0.0,0.539,0.6890000000000001,0.45,0.439,0.276,0.0,0.696,0.0,0.145,65,0.0,0.0,0,0
2012-2013,Ed Davis,C,23,TOR,45,1087,0.5489999999999999,6.7,1.0,0.369,0.322,0.248,0.062,0.0,0.5489999999999999,0.7440000000000001,0.459,0.452,0.238,0.0,0.715,0.0,0.159,51,0.0,0.0,0,0
2012-2013,Ed Davis,PF,23,MEM,36,544,0.517,4.6,1.0,0.5660000000000001,0.28,0.098,0.056,0.0,0.517,0.605,0.425,0.35700000000000004,0.375,0.0,0.649,0.0,0.112,14,0.0,0.0,0,0
2012-2013,Eddy Curry,C,30,DAL,2,25,0.5,3.9,1.0,0.5,0.375,0.125,0.0,0.0,0.5,0.75,0.333,0.0,0.0,0.0,0.75,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Ekpe Udoh,C,25,MIL,76,1312,0.435,6.2,0.996,0.424,0.34600000000000003,0.16,0.067,0.004,0.4370000000000001,0.579,0.301,0.349,0.444,0.0,0.615,0.0,0.048,13,0.0,0.0,0,0
2012-2013,Elton Brand,C,33,DAL,72,1527,0.473,9.6,0.998,0.262,0.205,0.3720000000000001,0.159,0.002,0.474,0.5920000000000001,0.49,0.404,0.421,0.0,0.7170000000000001,0.0,0.01,5,0.0,0.0,0,0
2012-2013,Emeka Okafor,C,30,WAS,79,2052,0.477,8.0,1.0,0.282,0.354,0.247,0.116,0.0,0.477,0.691,0.428,0.371,0.338,0.0,0.68,0.0,0.08199999999999999,54,0.0,0.0,0,0
2012-2013,Enes Kanter,C,20,UTA,70,1078,0.544,6.4,0.997,0.485,0.243,0.132,0.13699999999999998,0.003,0.542,0.652,0.446,0.4,0.462,1.0,0.537,0.0,0.066,24,0.0,0.0,0,0
2012-2013,Eric Bledsoe,PG,23,LAC,76,1553,0.445,10.4,0.863,0.4,0.16899999999999998,0.092,0.202,0.13699999999999998,0.453,0.573,0.438,0.34600000000000003,0.278,0.397,0.333,0.8059999999999999,0.048,21,0.256,0.5,3,0
2012-2013,Eric Gordon,SG,24,NOH,42,1264,0.402,13.6,0.7040000000000001,0.281,0.195,0.051,0.17600000000000002,0.29600000000000004,0.436,0.5429999999999999,0.395,0.3,0.35,0.324,0.33,0.7859999999999999,0.012,6,0.15,0.308,2,0
2012-2013,Eric Maynor,SG,25,POR,27,572,0.422,14.0,0.6990000000000001,0.133,0.337,0.09,0.139,0.301,0.44,0.682,0.375,0.467,0.348,0.38,0.275,0.947,0.0,0,0.1,0.4,0,0
2012-2013,Eric Maynor,PG-SG,25,TOT,64,963,0.377,14.9,0.6579999999999999,0.125,0.317,0.08199999999999999,0.135,0.342,0.389,0.6,0.326,0.348,0.368,0.354,0.222,0.941,0.0,0,0.073,0.429,3,1
2012-2013,Eric Maynor,PG,25,OKC,37,391,0.313,16.1,0.6,0.113,0.287,0.07,0.13,0.4,0.304,0.462,0.242,0.125,0.4,0.326,0.095,0.933,0.0,0,0.043,0.5,3,1
2012-2013,Ersan İlyasova,PF,25,MIL,73,2012,0.462,13.7,0.733,0.28800000000000003,0.102,0.121,0.223,0.267,0.469,0.5670000000000001,0.329,0.495,0.391,0.444,0.736,0.989,0.006,4,0.079,0.353,1,0
2012-2013,Evan Fournier,SG,20,DEN,38,428,0.493,11.8,0.645,0.408,0.151,0.033,0.053,0.355,0.541,0.71,0.217,0.6,0.125,0.407,0.547,0.818,0.013,2,0.204,0.636,0,0
2012-2013,Evan Turner,SF,24,PHI,82,2892,0.419,13.1,0.8490000000000001,0.18600000000000005,0.145,0.262,0.255,0.151,0.428,0.546,0.34600000000000003,0.428,0.39,0.365,0.371,0.931,0.013,14,0.509,0.383,1,0
2012-2013,Fab Melo,C,22,BOS,6,36,0.5,3.0,1.0,0.833,0.16699999999999998,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.16699999999999998,1,0.0,0.0,0,0
2012-2013,Festus Ezeli,C,23,GSW,78,1120,0.438,4.6,1.0,0.5379999999999999,0.325,0.095,0.041,0.0,0.438,0.5820000000000001,0.327,0.063,0.28600000000000003,0.0,0.581,0.0,0.272,39,0.0,0.0,0,0
2012-2013,Francisco García,SG,31,SAC,40,710,0.376,19.1,0.468,0.112,0.054000000000000006,0.054000000000000006,0.249,0.532,0.385,0.609,0.455,0.182,0.314,0.3670000000000001,0.8109999999999999,0.975,0.0,0,0.376,0.439,0,0
2012-2013,Francisco García,SG-SF,31,TOT,58,1029,0.393,19.7,0.403,0.103,0.047,0.043,0.21,0.597,0.421,0.645,0.429,0.154,0.365,0.374,0.784,0.985,0.006999999999999999,2,0.436,0.41,0,0
2012-2013,Francisco García,SF,31,HOU,18,319,0.4320000000000001,21.0,0.263,0.084,0.032,0.021,0.126,0.737,0.56,0.75,0.333,0.0,0.583,0.386,0.7140000000000001,1.0,0.021,2,0.529,0.378,0,0
2012-2013,Garrett Temple,SG,26,WAS,51,1156,0.407,15.5,0.69,0.217,0.066,0.109,0.298,0.31,0.444,0.482,0.471,0.35700000000000004,0.442,0.325,0.6459999999999999,0.923,0.004,1,0.438,0.4,0,0
2012-2013,Gary Neal,SG,28,SAS,68,1484,0.412,18.5,0.58,0.052000000000000005,0.129,0.126,0.273,0.42,0.454,0.484,0.455,0.5329999999999999,0.411,0.355,0.5479999999999999,0.7979999999999999,0.002,1,0.16699999999999998,0.405,0,0
2012-2013,George Hill,PG,26,IND,76,2620,0.443,16.2,0.595,0.188,0.126,0.111,0.16899999999999998,0.405,0.494,0.677,0.455,0.454,0.34700000000000003,0.368,0.301,0.738,0.009000000000000001,8,0.218,0.28600000000000003,4,0
2012-2013,Gerald Green,SF,27,IND,60,1080,0.366,17.8,0.557,0.13699999999999998,0.075,0.13,0.215,0.443,0.407,0.638,0.375,0.364,0.297,0.314,0.417,0.983,0.068,25,0.218,0.293,1,0
2012-2013,Gerald Henderson,SG,25,CHA,68,2133,0.447,12.5,0.883,0.268,0.124,0.175,0.316,0.117,0.462,0.5760000000000001,0.349,0.413,0.4370000000000001,0.33,0.501,0.97,0.044,32,0.21,0.238,3,0
2012-2013,Gerald Wallace,SF,30,BRK,69,2076,0.397,12.1,0.644,0.419,0.12,0.011,0.094,0.35600000000000004,0.461,0.536,0.4,0.0,0.256,0.282,0.632,0.957,0.068,26,0.35600000000000004,0.328,0,0
2012-2013,Glen Davis,PF,27,ORL,34,1064,0.448,9.4,0.996,0.312,0.234,0.18,0.27,0.004,0.45,0.6579999999999999,0.402,0.395,0.287,0.0,0.621,0.0,0.019,9,0.5,0.0,0,0
2012-2013,Goran Dragić,PG,26,PHO,77,2581,0.443,13.5,0.695,0.292,0.1,0.14300000000000002,0.159,0.305,0.4970000000000001,0.664,0.341,0.369,0.403,0.319,0.284,0.625,0.006999999999999999,6,0.188,0.34600000000000003,0,0
2012-2013,Gordon Hayward,SF,22,UTA,72,2104,0.435,14.9,0.682,0.238,0.125,0.07,0.248,0.318,0.444,0.5870000000000001,0.371,0.315,0.38,0.415,0.59,0.912,0.05,35,0.232,0.404,1,0
2012-2013,Grant Hill*,SF,40,LAC,29,437,0.388,12.4,0.888,0.214,0.153,0.214,0.306,0.112,0.402,0.7140000000000001,0.2,0.476,0.233,0.273,0.7140000000000001,1.0,0.0,0,0.818,0.333,0,0
2012-2013,Greg Monroe,C,22,DET,81,2687,0.486,5.2,0.996,0.56,0.256,0.043,0.13699999999999998,0.004,0.488,0.614,0.332,0.311,0.317,0.0,0.521,0.0,0.044,43,0.25,0.0,1,0
2012-2013,Greg Smith,C,22,HOU,70,1110,0.62,2.8,0.996,0.723,0.266,0.0,0.006999999999999999,0.004,0.623,0.7170000000000001,0.37,0.0,0.5,0.0,0.753,0.0,0.277,69,0.0,0.0,1,0
2012-2013,Greg Stiemsma,C,27,MIN,76,1209,0.457,10.2,1.0,0.35600000000000004,0.129,0.119,0.396,0.0,0.457,0.586,0.278,0.485,0.391,0.0,0.913,0.0,0.09,22,0.0,0.0,0,0
2012-2013,Greivis Vásquez,PG,26,NOH,78,2685,0.433,11.9,0.76,0.208,0.369,0.085,0.098,0.24,0.462,0.569,0.424,0.419,0.414,0.342,0.166,0.747,0.0,0,0.107,0.615,5,0
2012-2013,Gustavo Ayón,C,27,MIL,12,163,0.595,4.4,1.0,0.5710000000000001,0.28600000000000003,0.071,0.071,0.0,0.595,0.792,0.333,0.0,0.667,0.0,0.64,0.0,0.048,2,0.0,0.0,0,0
2012-2013,Gustavo Ayón,C,27,ORL,43,571,0.536,5.4,1.0,0.6,0.17600000000000002,0.096,0.128,0.0,0.536,0.653,0.409,0.333,0.313,0.0,0.7909999999999999,0.0,0.024,3,0.0,0.0,0,0
2012-2013,Gustavo Ayón,C,27,TOT,55,734,0.551,5.2,1.0,0.593,0.204,0.09,0.114,0.0,0.551,0.687,0.382,0.267,0.368,0.0,0.75,0.0,0.03,5,0.0,0.0,0,0
2012-2013,Hakim Warrick,PF,30,TOT,28,489,0.406,10.4,0.982,0.315,0.152,0.212,0.303,0.018000000000000002,0.414,0.519,0.32,0.429,0.34,0.0,0.672,0.0,0.103,15,0.333,0.0,0,0
2012-2013,Hakim Warrick,PF,30,CHA,27,482,0.405,10.4,0.982,0.319,0.147,0.209,0.307,0.018000000000000002,0.413,0.519,0.292,0.441,0.34,0.0,0.667,0.0,0.104,15,0.333,0.0,0,0
2012-2013,Hakim Warrick,PF,30,NOH,1,7,0.5,10.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Hamed Haddadi,C,27,PHO,17,235,0.459,5.7,1.0,0.541,0.23,0.14800000000000002,0.08199999999999999,0.0,0.459,0.606,0.214,0.444,0.2,0.0,0.536,0.0,0.14800000000000002,9,0.0,0.0,0,0
2012-2013,Hamed Haddadi,C,27,MEM,13,87,0.333,7.9,1.0,0.429,0.28600000000000003,0.095,0.19,0.0,0.333,0.333,0.333,0.5,0.25,0.0,0.857,0.0,0.048,1,0.0,0.0,0,0
2012-2013,Hamed Haddadi,C,27,TOT,30,322,0.4270000000000001,6.2,1.0,0.512,0.244,0.134,0.11,0.0,0.4270000000000001,0.5479999999999999,0.25,0.455,0.222,0.0,0.6,0.0,0.122,10,0.0,0.0,0,0
2012-2013,Harrison Barnes,SF,20,GSW,81,2058,0.439,11.4,0.769,0.32299999999999995,0.204,0.111,0.131,0.231,0.464,0.685,0.359,0.2,0.305,0.359,0.5670000000000001,0.923,0.115,67,0.297,0.442,0,0
2012-2013,Hasheem Thabeet,C,25,OKC,66,770,0.604,2.9,1.0,0.802,0.113,0.066,0.019,0.0,0.604,0.682,0.333,0.14300000000000002,0.5,0.0,0.6559999999999999,0.0,0.292,28,0.0,0.0,0,0
2012-2013,Hedo Türkoğlu,SF,33,ORL,11,189,0.264,15.4,0.547,0.245,0.132,0.057,0.113,0.453,0.448,0.6920000000000001,0.429,0.0,0.16699999999999998,0.042,0.385,0.0,0.0,0,0.16699999999999998,0.0,0,0
2012-2013,Henry Sims,C,22,NOH,2,5,0.667,1.3,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0
2012-2013,Ian Mahinmi,C,26,IND,80,1322,0.453,8.7,0.994,0.413,0.213,0.07,0.298,0.006,0.456,0.647,0.329,0.217,0.337,0.0,0.698,0.0,0.116,35,0.0,0.0,2,0
2012-2013,Iman Shumpert,SG,22,NYK,45,996,0.396,15.7,0.5379999999999999,0.29100000000000004,0.062,0.04,0.145,0.462,0.392,0.438,0.235,0.273,0.4,0.402,0.362,0.961,0.018000000000000002,2,0.417,0.434,2,0
2012-2013,Isaiah Thomas,PG,23,SAC,79,2122,0.44,14.1,0.614,0.238,0.204,0.077,0.095,0.386,0.491,0.682,0.371,0.422,0.329,0.358,0.34700000000000003,0.7040000000000001,0.0,0,0.231,0.35100000000000003,2,0
2012-2013,Ish Smith,PG,24,ORL,36,378,0.336,11.7,0.853,0.302,0.181,0.147,0.224,0.147,0.354,0.429,0.381,0.294,0.269,0.235,0.257,1.0,0.009000000000000001,1,0.059,1.0,0,0
2012-2013,Ish Smith,PG,24,MIL,16,138,0.395,11.7,0.767,0.279,0.233,0.093,0.163,0.233,0.394,0.5,0.5,0.0,0.28600000000000003,0.4,0.308,1.0,0.023,1,0.2,0.0,0,0
2012-2013,Ish Smith,PG,24,TOT,52,516,0.35200000000000004,11.7,0.83,0.29600000000000004,0.195,0.132,0.208,0.17,0.364,0.447,0.419,0.238,0.273,0.29600000000000004,0.271,1.0,0.013,2,0.111,0.333,0,0
2012-2013,Ivan Johnson,PF,28,ATL,69,1035,0.52,8.5,0.963,0.494,0.171,0.031,0.267,0.037000000000000005,0.536,0.67,0.426,0.182,0.4,0.077,0.6579999999999999,1.0,0.118,39,0.077,0.0,5,0
2012-2013,J.J. Barea,PG,28,MIN,74,1713,0.417,13.8,0.631,0.303,0.14400000000000002,0.084,0.099,0.369,0.458,0.57,0.339,0.344,0.387,0.34600000000000003,0.183,0.588,0.0,0,0.16399999999999998,0.348,2,0
2012-2013,J.J. Hickson,C,24,POR,80,2323,0.562,5.2,0.997,0.583,0.196,0.122,0.095,0.003,0.563,0.6709999999999999,0.342,0.462,0.493,0.0,0.672,0.0,0.17600000000000002,122,0.5,0.0,0,0
2012-2013,J.J. Redick,SG,28,MIL,28,804,0.403,18.4,0.493,0.141,0.081,0.054000000000000006,0.218,0.507,0.49,0.5710000000000001,0.375,0.313,0.523,0.318,0.6940000000000001,0.917,0.0,0,0.199,0.4,0,0
2012-2013,J.J. Redick,SG,28,ORL,50,1575,0.45,19.1,0.485,0.14800000000000002,0.043,0.055,0.239,0.515,0.514,0.6859999999999999,0.44,0.406,0.446,0.39,0.7170000000000001,0.863,0.0,0,0.107,0.375,0,0
2012-2013,J.J. Redick,SG,28,TOT,78,2379,0.434,18.9,0.488,0.145,0.056,0.055,0.232,0.513,0.506,0.648,0.408,0.375,0.471,0.366,0.71,0.879,0.0,0,0.13699999999999998,0.387,0,0
2012-2013,J.R. Smith,SG,27,NYK,80,2678,0.422,16.4,0.6509999999999999,0.16899999999999998,0.122,0.096,0.264,0.349,0.458,0.64,0.342,0.375,0.424,0.35600000000000004,0.172,0.813,0.024,26,0.156,0.353,8,0
2012-2013,JaVale McGee,C,25,DEN,79,1433,0.575,3.9,0.998,0.647,0.237,0.078,0.036000000000000004,0.002,0.574,0.7040000000000001,0.35200000000000004,0.366,0.158,1.0,0.6890000000000001,1.0,0.37,175,0.0,0.0,0,0
2012-2013,Jae Crowder,SF,22,DAL,78,1353,0.384,17.9,0.477,0.177,0.071,0.038,0.191,0.523,0.446,0.677,0.231,0.28600000000000003,0.343,0.328,0.667,0.937,0.016,5,0.224,0.488,3,0
